ID,pKi,Smiles
CHEMBL3689622,7.38,Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1
CHEMBL3685124,9.7,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)NC3COC3)ncc2c1
CHEMBL3689654,7.92,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(Oc2ccccc2)n1
CHEMBL3685093,8.4,O=C(Nc1cc2ccc(OC(F)F)cc2cn1)C1CC1
CHEMBL3685136,7.47,O=C(Nc1cc2ccc(-c3ccnnc3)cc2cn1)C1CC1
CHEMBL3689670,10,Cc1ccc(CO)cc1-c1cc2cnc(NC(=O)C3CC3)cc2cn1
CHEMBL3685067,9.05,N#Cc1ccc(Cl)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685005,7.39,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)c3ccccc3)ncc2c1
CHEMBL408966,7.1,Clc1ccc(C(Cl)Cn2ncc3c(NCc4cccc(Cl)c4)ncnc32)cc1
CHEMBL3689550,9,CC(C)Sc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685145,8.52,CC(C)=Cc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685155,10,Cc1ccncc1-c1ccc2cc(Nc3cc(CO)ccn3)ncc2c1
CHEMBL3689607,9.7,Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3(F)F)ncc2c1
CHEMBL3685046,8.52,COc1cccc(C#N)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689598,8.7,COc1ccncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689602,9.7,Cc1ccc(NC(=O)N2CCCC2CO)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL272169,5.7,Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccccc2)cc1
CHEMBL3685025,6.67,Cc1ccc(F)cc1-c1ccc2cc(N=C3NC(C)(C)CO3)ncc2c1
CHEMBL3689600,9.52,Cc1ccc(NC(=O)N2CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689614,9,COCCNC(=O)c1ccc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1
CHEMBL453358,6.4,CSc1nc(NCCc2ccccc2F)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689713,9.385,Cc1c(-c2ccc3cc(NC(=O)C4CC4F)ncc3c2)cnc(C(O)C(F)(F)F)c1Cl
CHEMBL3685197,8.4,Cc1ccccc1-c1ccc2cnc(NC(=O)C3CC3)cc2c1
CHEMBL400211,6.22,CSc1nc(Nc2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689681,7.96,CCc1nc2cc(NC(=O)C3CC3)ncc2cc1-c1ccccc1Cl
CHEMBL3684995,8.22,O=C(Nc1cc2ccc(N3CCCCC3)cc2cn1)C1CC1
CHEMBL3685159,7.96,CC(C)(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689692,8.715,Cc1ccncc1-c1ccc2cc(NC(=O)C3CCO3)ncc2c1
CHEMBL473726,6.8,CN(C)c1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3689540,9.52,Cc1ccc(NC(=O)C2CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689695,9.79,O=C(Nc1cc2ccc(-c3c(F)ccc(F)c3Cl)cc2cn1)C1CC1
CHEMBL3689683,6.67,OCc1cccc(Nc2cc3ccc(-c4ccccc4Cl)nc3cn2)c1
CHEMBL475336,6.4,CCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccc(Cl)cc1
CHEMBL515885,6.3,CSc1nc(N2CCOCC2)c2cnn(CC(Cl)c3ccc(Cl)cc3)c2n1
CHEMBL3393071,6.92,CC(C)Sc1nc(Nc2cccc(O)c2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL455164,6.06,CSc1nc(N2CCCCC2)c2cnn(CC(Br)c3ccccc3)c2n1
CHEMBL3685030,8.52,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCOCC3)ncc2c1
CHEMBL3685157,7.52,COc1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685128,8.4,COc1cccc(Nc2cc3ccc(-c4cc(F)ccc4C)cc3cn2)n1
CHEMBL3689754,7.38,Cc1ccc(C(=O)NC2(C)COC2)c(F)c1-c1ccc2cc(N)ncc2c1
CHEMBL3685131,7.38,Cc1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)ccn1
CHEMBL3685142,8.3,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)OC(C)C)ncc2c1
CHEMBL3685017,9,Cc1cc(Cl)ccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL428029,7.4,CCSc1nc(Nc2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3685178,10.05,Cc1c(N)cncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689538,9.3,CN1CCN(Cc2ccc(C(=O)Nc3ccc(F)c(-c4ccc5cc(NC(=O)C6CC6)ncc5c4)c3)cc2)CC1
CHEMBL2397818,7.3,ClC(Cn1ncc2c(Nc3ccccc3)ncnc21)c1ccc(I)cc1
CHEMBL3685002,9,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCC3)ncc2c1
CHEMBL3685091,7.38,Cc1ccc(F)cc1-c1ccc2cc(NCC3CC3)ncc2c1
CHEMBL3393986,6.89,Oc1cccc(Nc2nc(SCCN3CCOCC3)nc3c2cnn3CCc2ccccc2)c1
CHEMBL3685190,8.15,O=C(Nc1cc2ccc(OC3CCC3)cc2cn1)C1CC1
CHEMBL3689697,9.8,Cc1cccc(Cl)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689693,7.6,O=C(Nc1cc2ccc(Br)cc2cn1)C1CC1
CHEMBL3685057,9.3,CCC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1
CHEMBL3689704,9.15,O=C(Nc1cc2ccc(-c3cccnc3)cc2cn1)C1CC1
CHEMBL3689711,8.3,CCc1cc(Nc2cc3ccc(-c4c(Cl)cccc4Cl)cc3cn2)nc(N2CCOCC2)n1
CHEMBL3685096,10.52,Cc1ccc(CO)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL454119,6.96,CCCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccc(F)cc1
CHEMBL271008,6.43,O=C(Nc1nnc(SCc2cccc(Cl)c2)s1)c1ccc(F)cc1
CHEMBL3689701,9.17,Cc1ccc(Cl)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689730,9.49,Cc1ccnc(C(O)C(F)(F)F)c1-c1ccc2cc(NC(=O)C3CC3F)ncc2c1
CHEMBL3689694,9.63,O=C(Nc1cc2ccc(-c3c(F)cc(F)cc3Cl)cc2cn1)C1CC1
CHEMBL3685062,9.3,O=C(Nc1cc2ccc(-c3cc[nH]n3)cc2cn1)C1CC1
CHEMBL3689665,9.7,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(-c2cc[nH]n2)n1
CHEMBL241750,6.6,CSc1nc(NCc2ccccc2)c2cnn(CC(Cl)c3ccc(F)cc3)c2n1
CHEMBL3685122,7.38,O=C(Nc1cc2ccc(Oc3cncnc3)cc2cn1)C1CC1
CHEMBL3685110,9.7,COCCNC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1
CHEMBL3689582,9.1,Cc1ccc(C(=O)NC2CCOCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL429600,6.92,Fc1ccc(C(Cl)Cn2ncc3c(NCc4cccc(Cl)c4)ncnc32)cc1
CHEMBL2397799,6.59,ClC(Cn1ncc2c(Nc3cccc(Br)c3)ncnc21)c1ccccc1
CHEMBL3689642,9.52,CCc1nc(-c2ccccc2Cl)cc2cnc(NC(=O)C3CC3)cc12
CHEMBL473727,6.49,CCCNc1nc(N(C)C)nc2c1cnn2CC(Cl)c1ccccc1
CHEMBL3689657,8.3,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(NC2CCCC2)n1
CHEMBL1775035,6.766666667,ClC(Cn1ncc2c(Nc3ccccc3)nc(SCCN3CCOCC3)nc21)c1ccccc1
CHEMBL3689611,9,Cc1ccc(C(=O)NC2(C)CCS(=O)(=O)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3689673,9,Cc1ccc(F)cc1-c1cc2cnc(NC(=O)C3CC3)cc2c(N2CCNCC2)n1
CHEMBL255225,6.98,O=C(Nc1nnc(SCc2ccc(F)cc2)s1)c1ccc(Cl)cc1
CHEMBL3689548,10.05,Cc1ccc(NC(=O)N2CCCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL3685073,9,O=C(Nc1cc2ccc(Nc3ccccc3)cc2cn1)C1CC1
CHEMBL238559,6.4,CSc1nc(Nc2cccc(F)c2)c2cnn(CC(Cl)c3ccccc3)c2n1
CHEMBL3685079,8.52,Cc1ccc(F)cc1-c1ccc2cc(NC(=O)N(C)C)ncc2c1
CHEMBL3685083,7.89,O=C(Nc1cc2ccc(Sc3ccccc3)cc2cn1)C1CC1
CHEMBL3685088,9.7,N#Cc1ccc(O)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL510861,6.6,CCCNc1nc(SCCC)nc2c1cnn2CC(Cl)c1ccccc1
