Id,ChEMBL_IDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Aff
55,CHEMBL2041571,13.64412866,-1.757875539,13.64412866,0.054861247,0.190776132,803.095,728.503,802.5455799,324,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.052631579,1.736842105,2.403508772,1.561535509,1560.653935,42.40468396,36.66810931,36.66810931,26.66968453,21.00077208,21.00077208,18.0909135,18.0909135,12.53211083,12.53211083,9.051606614,9.051606614,-2.3,8.46936E+11,47.37882341,20.30644374,11.92729928,341.1661664,54.07329059,23.91294997,6.290026729,0,0,5.969305288,9.778515705,0,0,0,38.9703128,112.1067521,55.82580667,35.34755674,44.16809858,16.87223022,0,19.68370771,17.75371814,153.8175488,47.88708271,42.09213041,0,0,0,0,0,0,160.1658136,30.28674541,17.75371814,86.63663558,36.52867891,0,10.90292493,0,157.52,71.8589185,25.22064676,0,30.90535651,19.57245999,35.97671086,6.9237372,27.6949488,71.21008205,33.9642041,18.94745182,0,0,0,0,0,0,0,0,0,127.1666667,0.772727273,57,4,13,0,2,2,1,1,2,13,4,13,11,0,2,2,4,4.0701,221.3672,6.2
56,CHEMBL2041573,13.61935541,-1.757233508,13.61935541,0.054648662,0.165471381,789.068,716.492,788.5299299,318,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.089285714,1.785714286,2.464285714,1.545364629,1527.244449,41.53444047,35.72089572,35.72089572,26.27583768,20.62820974,20.62820974,17.52990718,17.52990718,12.22246233,12.22246233,8.766509943,8.766509943,-2.3,5.91658E+11,46.39053685,20.10669941,11.45710927,334.5912528,54.49016946,23.91294997,6.290026729,0,0,5.969305288,9.778515705,0,0,0,38.9703128,111.6038365,49.28105027,35.34755674,44.16809858,16.87223022,0,20.10058659,17.75371814,153.8175488,40.83941072,42.09213041,0,0,5.316788604,0,0,0,148.2182319,30.28674541,17.75371814,86.63663558,36.52867891,0,10.90292493,0,166.31,71.8589185,25.22064676,0,30.90535651,26.1172164,29.43195445,6.9237372,27.6949488,71.21008205,27.33341099,18.94745182,0,0,0,0,0,0,0,0,0,125.6666667,0.76744186,56,5,13,0,2,2,1,1,2,13,5,13,11,0,2,2,4,3.7279,216.7399,6.2
57,CHEMBL2303629,15.39760018,-2.207845417,15.39760018,0.015791714,0.0605852,1664.922,1579.242,1663.492352,606,0,0.356796874,-0.455288896,0.455288896,0.356796874,0.763157895,1.447368421,2.122807018,1.17604876,4883.76767,83.43660624,63.0211863,67.10366921,53.74321917,35.62925413,40.13346394,27.79972617,32.3040006,19.47037689,24.31838335,12.33186152,17.18876971,-10.54,4.40E+33,85.87861244,35.46233303,18.62703302,671.2392272,89.17105345,113.4907184,0,29.53589865,35.44307838,5.969305288,68.04150709,29.71442979,0,57.10902846,58.23316339,85.77926545,32.83655618,70.28327907,87.80394614,144.8887329,0,83.40456725,21.63638299,184.5362123,5.752853607,147.5845884,0,0,64.21834212,0,0,57.10902846,198.0730624,48.63208568,5.917906046,203.3324066,92.24843213,0,6.076020107,0,562.74,195.6876098,68.68347163,14.38361155,94.6739759,6.420821623,57.10902846,88.20481876,26.84723171,0,98.16582199,25.43089221,0,4.422716857,0,0,0,0,0,0,0,298.2439498,0.430555556,114,18,37,1,4,5,0,5,5,31,17,42,12,0,0,0,10,0.7739,418.1841,6.21625
58,CHEMBL1682709,14.5260654,-1.923327928,14.5260654,0.097717268,0.110930153,941.214,856.542,940.5984034,380,0,0.31873512,-0.496765888,0.496765888,0.31873512,0.939393939,1.590909091,2.181818182,1.72740964,1671.658617,49.47359806,41.93123915,41.93123915,30.79002344,23.75296294,23.75296294,20.18342942,20.18342942,14.29037277,14.29037277,10.23260766,10.23260766,-2.72,4.36647E+13,55.87257392,23.72807903,13.74500527,392.4498997,74.22416459,35.7664282,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,20.7712116,118.4281652,56.85386236,48.64567076,68.27975202,17.68780607,0,15.11660807,17.75371814,191.6400988,53.26599687,24.26546827,0,5.749511833,15.37044016,10.48192346,5.749511833,0,185.5807032,33.21571491,17.75371814,101.3414801,24.26546827,0,0,0,230.44,101.9890433,35.12171134,0,43.87093454,37.36805417,0,14.03353474,79.84142621,37.74263783,10.63357721,33.15804068,0,0,0,0,0,0,0,0,0,155.9166667,0.833333333,66,7,18,0,3,3,1,0,1,16,7,18,13,0,3,3,4,3.4913,247.7544,6.22
59,CHEMBL540229,14.65529652,-1.964326593,14.65529652,0.085915312,0.132455467,1014.312,926.616,1013.630038,406,0,0.321392197,-0.458935816,0.458935816,0.321392197,0.944444444,1.625,2.277777778,1.519565347,2101.18082,53.45672572,45.06368242,45.06368242,33.79002344,25.97025963,25.97025963,21.92605065,21.92605065,15.72015841,15.72015841,11.39208571,11.39208571,-3.55,1.04499E+15,59.32811922,25.32286338,14.02779401,427.3504544,69.07042276,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,5.261891555,0,57.16941401,105.6152882,63.09745671,59.71330243,63.54288907,28.4602545,5.261891555,14.69972919,17.75371814,198.0609204,52.70095573,42.46456948,0,6.069221313,5.316788604,10.48192346,0,0,189.9155717,33.21571491,29.08483101,107.7623017,42.46456948,0,10.77244843,0,236.21,95.95792882,40.3836029,0,62.86762708,31.61854233,10.77244843,14.03353474,53.36607013,80.20720731,11.38600992,28.42117772,0,0,0,0,0,0,0,0,0,169.0833333,0.759259259,72,6,18,0,3,3,2,0,2,16,6,18,14,0,3,3,5,5.26198,272.5087,6.243333333
60,CHEMBL2029741,14.49262659,-1.850813902,14.49262659,0.121916281,0.124578646,883.178,800.522,882.5929241,358,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.967741935,1.629032258,2.241935484,1.764551626,1509.229661,46.31889752,39.76906294,39.76906294,28.96432494,22.83262065,22.83262065,19.60626562,19.60626562,13.91218549,13.91218549,10.03941259,10.03941259,-1.9,7.6906E+12,52.721859,22.52996405,12.9169525,370.4796761,64.17051303,30.01691636,12.58005346,0,0,5.969305288,14.67842544,0,0,0,20.7712116,124.9483953,57.01540682,41.53587322,58.74835188,5.969305288,0,20.10058659,17.75371814,198.1848552,40.83941072,30.08987277,0,0,5.316788604,0,0,0,177.4237696,39.76047131,17.75371814,106.9049316,24.52642128,0,0,0,205,95.95792882,30.32717416,0,37.32617813,32.59984725,11.98427311,14.03353474,47.01237314,58.82293663,15.20067686,28.42117772,0,0,0,0,0,0,0,0,0,142.0833333,0.869565217,62,6,16,0,3,3,0,1,1,16,6,16,13,0,3,3,4,2.8458,233.6827,6.25
61,CHEMBL1682713,14.46486425,-1.869832603,14.46486425,0.115356078,0.061398667,891.223,808.567,890.5649951,356,0,0.311188426,-0.458935816,0.458935816,0.311188426,1.016393443,1.672131148,2.262295082,2.153229092,1395.499156,46.19757718,39.20515361,40.02165019,28.3405337,22.23927327,22.64752156,18.99950385,19.40775215,13.34944241,13.63811754,9.610333608,9.795729014,-1.58,3.04395E+12,53.7571367,23.04652734,13.72058177,370.5167996,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,6.578935684,26.84723171,106.3805703,57.71123249,41.53587322,58.74835188,23.29961562,0,20.43339667,17.75371814,191.6400988,47.38416713,12.65495579,0,0,10.63357721,0,0,12.21787344,184.0969844,33.21571491,17.75371814,101.3414801,12.65495579,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,44.13310575,0,14.03353474,40.69470611,46.69020249,22.11242262,40.63905117,0,5.379736836,0,0,0,0,0,0,0,136.8702632,0.909090909,61,7,16,0,3,3,0,0,0,15,7,17,13,0,3,3,3,2.3111,236.5394,6.263333333
62,CHEMBL1682710,14.53564662,-1.920260963,14.53564662,0.098734714,0.104962268,955.241,868.553,954.6140534,386,0,0.314558417,-0.4967682,0.4967682,0.314558417,0.925373134,1.582089552,2.179104478,1.700656942,1688.819166,50.18070484,42.63834593,42.63834593,31.29002344,24.21006972,24.21006972,20.53155597,20.53155597,14.55460939,14.55460939,10.37119537,10.37119537,-2.72,7.21994E+13,56.86392633,24.40815922,14.44062803,398.8148419,74.22416459,35.7664282,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,32.90394574,111.8588825,57.71123249,48.64567076,68.27975202,12.0004198,0,20.43339667,17.75371814,198.1848552,47.94920827,29.82891977,0,5.749511833,15.37044016,4.794537184,5.749511833,0,185.5807032,39.76047131,17.75371814,106.9049316,24.26546827,0,0,0,230.44,95.95792882,35.12171134,0,43.35729264,39.02066887,11.31296332,14.03353474,55.57595794,62.0081061,10.63357721,33.15804068,0,0,0,0,0,0,0,0,0,157.4166667,0.836734694,67,7,18,0,3,3,1,0,1,16,7,18,14,0,3,3,4,3.169,250.9714,6.266666667
63,CHEMBL1682708,14.48822966,-1.863723684,14.48822966,0.1184528,0.080711285,907.266,820.578,906.5962952,364,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.983870968,1.629032258,2.209677419,2.13677329,1395.965951,47.06782066,40.49804683,41.31454341,28.69637574,22.98572552,23.39397381,20.10467557,20.51292386,13.61335313,13.90202826,9.742288969,9.927684375,-1.32,4.22389E+12,55.01045353,23.41613756,14.09727881,377.5713448,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,34.618686,112.2984764,57.71123249,41.53587322,58.74835188,23.29961562,0,20.43339667,23.67162418,205.4875732,47.38416713,0,0,0,10.63357721,0,0,12.21787344,184.0969844,33.21571491,23.67162418,115.1889545,0,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,43.50625539,6.544756406,14.03353474,34.618686,46.69020249,29.38096134,40.63905117,0,5.480477577,0,0,0,0,0,0,0,137.1028558,0.955555556,62,7,16,0,3,3,0,0,0,15,7,17,13,0,3,3,3,2.7811,241.1804,6.273333333
64,CHEMBL1682608,14.58490307,-1.887541677,14.58490307,0.111559535,0.073423,998.379,906.651,997.6384944,398,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.927536232,1.565217391,2.144927536,1.697048713,1742.638343,51.75805511,44.38441801,45.2009146,32.23871184,25.4108664,25.81911469,21.174092,21.58234029,15.19624868,15.44264832,10.90259279,11.12250599,-2.3,1.76458E+14,59.26400767,25.57504568,14.91356322,418.3882727,74.38721137,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,20.7712116,144.493513,75.63076145,41.53587322,58.74835188,34.67438817,0,15.11660807,17.75371814,205.4875732,64.14562187,24.26546827,0,0,15.53348694,11.37477255,0,12.21787344,190.6417408,33.21571491,17.75371814,115.1889545,24.26546827,0,0,0,207.38,95.95792882,30.32717416,0,37.32617813,37.58834935,24.46428536,14.03353474,34.618686,58.82293663,46.41360521,40.63905117,0,5.663750179,0,0,0,0,0,0,0,150.4195832,0.843137255,69,7,17,0,3,3,1,0,1,16,7,18,15,0,3,3,4,4.4938,271.9654,6.273333333
65,CHEMBL1682715,14.53262314,-1.93282815,14.53262314,0.09309182,0.110467436,950.225,866.561,949.5987377,382,0,0.31873509,-0.458935816,0.458935816,0.31873509,0.985074627,1.641791045,2.23880597,1.716225789,1764.777403,50.18070484,42.17731123,42.17731123,31.29002344,24.07130408,24.07130408,20.48674188,20.48674188,14.4374711,14.4374711,10.35547286,10.35547286,-3.03,6.9422E+13,56.55657998,24.19676471,14.29386722,398.0938763,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,5.261891555,0,32.90394574,111.8588825,56.85386236,54.02591615,63.54288907,17.68780607,5.261891555,15.11660807,17.75371814,198.0609204,46.15619933,29.82891977,0,6.069221313,10.63357721,10.48192346,0,0,178.4709056,39.63653653,29.08483101,106.9049316,24.26546827,0,0,0,245,101.9890433,35.12171134,0,50.29175616,31.61854233,5.563451492,14.03353474,72.73162867,37.74263783,16.70279852,33.68306928,0,0,0,0,0,0,0,0,0,160.4166667,0.816326531,67,7,18,0,3,3,1,0,1,16,7,18,13,0,3,3,4,3.54878,250.5194,6.273333333
66,CHEMBL1682706,14.51323245,-1.893931475,14.51323245,0.109471498,0.110380253,917.236,828.532,916.6347889,374,0,0.314506544,-0.458935816,0.458935816,0.314506544,0.9375,1.59375,2.203125,1.734941011,1452.820166,47.89624779,41.32647395,41.32647395,29.85817179,24.17439501,24.17439501,20.80919931,20.80919931,14.88287584,14.88287584,10.86631981,10.86631981,-1.74,1.78801E+13,54.86166228,23.5161768,13.70533713,383.0981397,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,40.03367647,107.0043401,57.20831692,41.53587322,63.54288907,12.0004198,0,20.43339667,17.75371814,229.7860477,40.83941072,0,0,0,10.63357721,4.794537184,0,0,184.5127464,33.21571491,17.75371814,133.4455882,0,0,0,0,221.21,95.95792882,35.12171134,0,49.39913347,32.47591246,25.68328649,20.45435636,34.618686,51.59011223,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,147.9166667,0.957446809,64,7,17,1,3,4,0,0,0,15,7,17,12,1,3,4,4,3.2929,241.1464,6.276666667
67,CHEMBL2029764,13.69183966,-1.873324527,13.69183966,0.122309147,0.141660181,846.116,770.516,845.5401602,340,0,0.311176054,-0.496745104,0.496745104,0.311176054,1.016666667,1.666666667,2.3,1.579636429,1706.56688,44.85227771,37.99938749,37.99938749,28.02905654,21.79602212,21.79602212,18.51264431,18.51264431,13.17695571,13.17695571,9.336404836,9.336404836,-2.92,3.25371E+12,49.73248111,20.96713604,11.75173176,357.0572449,54.69678712,29.66246181,6.290026729,5.907179729,0,5.969305288,14.4889841,0,0,0,45.03667987,115.7075938,37.63585692,42.85855961,54.06916316,22.64893345,0,15.11660807,17.75371814,160.1144357,40.83941072,41.9616539,0,5.749511833,10.05365156,0,5.749511833,0,154.2479605,23.79966323,17.75371814,99.47827883,36.39820241,0,10.77244843,0,190.72,77.77682455,35.12171134,0,36.81253624,32.47591246,22.08541175,13.8474744,34.80474634,81.06457744,5.316788604,18.94745182,0,0,0,0,0,0,0,0,0,140.8333333,0.739130435,60,6,14,0,2,2,2,0,2,13,6,14,11,0,2,2,4,3.8175,230.4247,6.28
68,CHEMBL1257967,13.15600772,-0.953664795,13.15600772,0.102429138,0.184391358,665.301,628.005,662.024196,190,0,0.337958723,-0.507662975,0.507662975,0.337958723,1.088235294,1.764705882,2.411764706,2.09204825,949.6838546,25.47432702,20.75866627,25.51665589,15.64753815,12.06315326,14.68750259,11.06326394,15.31773453,7.870645022,11.29379828,5.251019451,6.765399139,-0.37,14387324.86,28.20521212,10.54866105,6.120690158,228.8600998,14.94991774,11.85347822,0,0,0,5.969305288,0,4.794537184,0,0,65.85977795,96.40325286,15.06933861,15.4887608,19.74445493,53.75913698,0,0,5.414990469,105.2480612,0,40.47221325,0,5.749511833,0,0,5.749511833,47.78983169,41.86598391,11.15768458,5.414990469,89.0650559,29.34531027,0,0,0,66.76,21.99858098,15.00759197,0,15.99167637,29.65309043,31.24673798,11.14620906,18.19910121,20.7712116,61.63730609,4.736862954,0,0,0,0,0,0,0,0,-0.456563711,64.02758008,0.666666667,34,2,4,1,1,2,1,0,1,4,2,7,1,0,0,0,3,7.6022,148.5831,6.293333333
69,CHEMBL2041572,13.62534644,-1.757441903,13.62534644,0.055103263,0.165471381,789.068,716.492,788.5299299,318,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.071428571,1.767857143,2.446428571,1.558336557,1521.994449,41.53444047,35.72089572,35.72089572,26.29267443,20.6341928,20.6341928,17.48086482,17.48086482,12.30102258,12.30102258,8.852783364,8.852783364,-2.3,6.03925E+11,46.39053685,20.10669941,11.24727655,334.5912528,54.49016946,23.91294997,6.290026729,0,0,5.969305288,9.778515705,0,0,0,38.9703128,111.6038365,49.28105027,35.34755674,44.16809858,16.87223022,0,20.10058659,17.75371814,153.8175488,40.83941072,42.09213041,0,0,5.316788604,0,0,0,148.2182319,30.28674541,17.75371814,86.63663558,36.52867891,0,10.90292493,0,166.31,71.8589185,25.22064676,0,30.90535651,26.1172164,23.86850296,12.48718869,27.6949488,77.27644912,21.26704392,18.94745182,0,0,0,0,0,0,0,0,0,125.6666667,0.76744186,56,5,13,0,2,2,1,1,2,13,5,13,11,0,2,2,4,3.7279,216.7399,6.32
70,CHEMBL2029588,13.64384771,-1.818196568,13.64384771,0.166488137,0.162222391,761.014,692.47,760.4986298,306,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.037037037,1.722222222,2.388888889,1.645674728,1488.287415,40.12022691,34.05275424,34.05275424,25.29267443,19.77992168,19.77992168,16.82984873,16.82984873,11.87747132,11.87747132,8.654804355,8.654804355,-2.46,2.30273E+11,44.25727011,18.65545423,10.28324449,321.5420571,49.95992417,23.91294997,6.290026729,0,0,5.969305288,14.67842544,0,0,0,38.9703128,92.44795664,54.90631098,35.34755674,44.53776302,22.55961649,0,14.78379798,17.75371814,147.2727924,39.04640179,36.52867891,0,0,5.316788604,5.687386275,0,0,146.2149618,19.00512605,17.75371814,81.07318409,36.52867891,0,10.90292493,0,177.31,71.8589185,30.32717416,0,30.90535651,32.47591246,16.59031121,13.8474744,26.96805517,70.09830064,15.20067686,14.21058886,0,0,0,0,0,0,0,0,0,124.6666667,0.756097561,54,6,13,0,2,2,1,1,2,13,6,13,9,0,2,2,4,3.3961,208.7327,6.36
71,CHEMBL1946399,13.54849892,-1.787411963,13.54849892,0.042747584,0.112536495,880.565,805.973,879.5124212,346,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.06557377,1.770491803,2.459016393,1.376107472,1720.858596,45.39624779,37.88293708,38.63886602,28.58036813,22.04081845,22.41878292,18.38931224,18.82574802,12.97710182,13.21219892,9.219582443,9.385925998,-2.7,5.38889E+12,50.93975474,22.27388182,13.18093657,367.016476,60.17662251,23.91294997,6.290026729,5.907179729,0,5.969305288,14.57305289,0,0,0,32.37215149,117.5462688,66.34976592,35.34755674,49.3323002,40.06773611,0,20.10058659,17.75371814,160.1144357,45.59115819,35.48494516,0,0,10.63357721,5.687386275,0,11.60093989,158.6668979,23.79966323,17.75371814,93.91482734,30.46231185,5.022633314,10.90292493,0,206.41,71.8589185,35.12171134,0,36.81253624,56.88494543,16.59031121,13.8474744,33.89179237,62.0081061,15.61755573,25.81152875,0,6.109718382,0,0,0,0,0,0,0,138.0013927,0.755555556,61,7,15,0,2,2,1,1,2,14,7,16,13,0,2,2,4,3.9459,235.9864,6.365
72,CHEMBL1682704,14.61620479,-1.918910447,14.61620479,0.099301814,0.082635449,1045.413,956.709,1044.573845,408,0,0.34066931,-0.46533178,0.46533178,0.34066931,0.971830986,1.647887324,2.281690141,1.46957087,1923.337165,52.91275565,44.76676178,46.39975494,33.20070704,25.75107495,26.97581982,21.86153223,23.37495223,15.73037155,17.18400498,11.50221761,13.05275793,-2.15,6.55137E+14,59.72340174,25.12768926,14.02246651,431.2679227,74.22416459,35.01799834,17.69249034,0,0,11.93861058,9.694446915,4.794537184,0,11.33678588,20.7712116,137.6273083,56.04362328,54.20912225,68.27975202,45.60678876,0,15.11660807,17.75371814,217.3233853,53.26599687,16.00405018,0,0,10.63357721,5.001081977,0,23.55465932,190.6313308,50.79422111,17.75371814,134.9817107,0,0,0,0,230.44,101.9272341,35.12171134,0,37.32617813,48.15288282,31.24673798,37.35726535,34.618686,46.69020249,15.53348694,45.37591412,0,7.248403274,0,0,0,0,0,0,0,157.1682634,0.862745098,71,7,18,1,3,4,0,1,1,18,7,20,13,0,3,3,5,4.3745,274.2629,6.37
73,CHEMBL1094508,12.49123987,-1.265157733,12.49123987,0.014844839,0.558076353,366.41,340.202,366.1678532,144,0,0.342300439,-0.506884952,0.506884952,0.342300439,1.153846154,1.884615385,2.576923077,2.396504424,655.5328756,19.26722023,14.96082853,14.96082853,12.32860626,8.658245558,8.658245558,6.520938869,6.520938869,4.443578399,4.443578399,2.909691273,2.909691273,-2.09,448623.8296,20.22470983,9.024229814,4.968480263,152.045764,29.89983549,23.16644155,0,0,0,5.969305288,0,4.794537184,0,0,12.15204021,44.23684225,6.066367068,25.4216967,34.69437267,12.04532539,0,0,0,57.02288924,7.109797541,29.33565723,0,11.49902367,4.736862954,0,11.49902367,0,57.92107796,4.736862954,0,48.52846386,18.20875424,0,6.076020107,0,116.45,30.38517084,25.22064676,0,24.15460657,24.15460657,0,19.25218472,19.06612437,0,0,9.473725908,0,0,0,0,0,0,0,0,0,69.66666667,0.526315789,26,4,7,0,1,1,1,0,1,7,4,7,1,0,0,0,2,1.616,95.0587,6.38
74,CHEMBL1682700,14.50180461,-1.863794165,14.50180461,0.118702204,0.071704962,939.333,852.645,938.5683662,370,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.968253968,1.603174603,2.19047619,2.109136209,1403.374415,47.61179074,40.74315841,42.37615158,29.3405337,23.11970012,24.92179526,19.60305725,20.9969041,13.75328117,14.73887973,9.863892856,10.5010297,-0.97,8.01325E+12,56.35358085,24.87408903,15.00984022,387.6944548,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,11.76188495,0,20.7712116,124.8100148,57.71123249,41.53587322,58.74835188,35.06150057,0,20.43339667,17.75371814,198.0609204,59.39278992,0,0,0,10.63357721,0,0,23.97975839,196.1056072,33.21571491,17.75371814,107.7623017,0,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,37.58834935,18.71843164,14.03353474,46.38057095,46.69020249,21.78925612,40.63905117,0,7.291934205,0,0,0,0,0,0,0,136.7913991,0.955555556,63,7,16,0,3,3,0,0,0,16,7,18,15,0,3,3,3,2.8782,249.3414,6.396666667
75,CHEMBL3577055,14.66933656,-1.370992524,14.66933656,0.208645807,0.1408791,1056.401,962.657,1055.699455,424,0,0.31103606,-0.451699703,0.451699703,0.31103606,0.56,1,1.413333333,2.831042812,2088.03217,57.66759677,48.56885149,48.56885149,34.79549717,27.02694761,27.02694761,22.64984211,22.64984211,15.23595657,15.23595657,9.704016255,9.704016255,-5.74,1.60447E+15,65.3730525,28.9611477,16.38062171,447.1610716,50.50356602,48.33472663,6.103966388,47.25743783,5.907179729,5.969305288,47.94537184,0,0,12.34378421,89.50566802,81.96193437,47.19810679,5.917906046,52.68223479,59.13392285,0,45.76670307,41.42534232,202.8615216,34.73544434,0,0,12.34378421,21.26715442,0,0,0,178.8494497,52.68223479,53.76912654,142.3809877,0,0,0,0,244.25,161.039799,47.94537184,0,12.96557803,32.10410811,4.899909731,61.63780125,83.0848464,6.9237372,27.18758873,11.16021285,0,0,0,0,0,0,0,0,0,187.8333333,0.781818182,75,4,20,0,2,2,0,0,0,11,4,20,10,0,2,2,2,2.9555,285.4108,6.4
76,CHEMBL2029598,14.49218055,-1.851841186,14.49218055,0.121646198,0.124578646,883.178,800.522,882.5929241,358,0,0.311188426,-0.458935816,0.458935816,0.311188426,1,1.693548387,2.306451613,1.764551626,1509.229661,46.31889752,39.76906294,39.76906294,28.96432494,22.83262065,22.83262065,19.61207729,19.61207729,13.88562145,13.88562145,10.04146732,10.04146732,-1.9,7.6906E+12,52.721859,22.52996405,12.9169525,370.4796761,64.17051303,30.01691636,12.58005346,0,0,5.969305288,14.67842544,0,0,0,26.83757867,118.8820283,57.01540682,41.53587322,58.74835188,5.969305288,0,20.10058659,17.75371814,198.1848552,40.83941072,30.08987277,0,0,5.316788604,0,0,0,177.4237696,39.76047131,17.75371814,106.9049316,24.52642128,0,0,0,205,95.95792882,30.32717416,0,37.32617813,32.59984725,11.98427311,14.03353474,40.81552957,65.0197802,15.20067686,28.42117772,0,0,0,0,0,0,0,0,0,142.0833333,0.869565217,62,6,16,0,3,3,0,1,1,16,6,16,13,0,3,3,4,2.8458,233.6827,6.41
77,CHEMBL1682610,14.54940212,-1.918253192,14.54940212,0.097590134,0.085234978,991.321,908.665,990.5268953,386,0,0.349690626,-0.464772228,0.464772228,0.349690626,1.014925373,1.686567164,2.298507463,1.729408242,1755.996149,50.34384155,42.09303519,43.72602835,31.21754379,23.69755475,24.98545586,20.10990934,21.43427371,14.22670221,15.36754951,10.20794728,11.18577061,-2.15,7.79838E+13,57.42910917,24.31360736,14.05012025,406.8139854,74.22416459,34.89406356,17.69249034,0,0,11.93861058,9.694446915,4.794537184,0,11.33678588,20.7712116,117.8270002,51.16647609,54.33305704,68.27975202,46.29309306,0,15.11660807,17.75371814,191.6400988,53.26599687,16.32357703,0,0,10.63357721,5.687386275,0,23.55465932,190.6313308,37.95257786,17.75371814,111.0131645,11.44642984,0,0,0,230.44,101.9272341,35.12171134,0,37.32617813,48.15288282,0,32.48011816,46.06511584,51.59011223,10.63357721,45.37591412,0,6.778633846,0,0,0,0,0,0,0,152.3046995,0.85106383,67,7,18,0,3,3,0,1,1,18,7,20,13,0,3,3,4,3.4957,257.6209,6.416666667
78,CHEMBL2029752,14.50755213,-1.935786418,14.50755213,0.099886428,0.157389247,910.2,826.536,909.5925897,368,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.953125,1.609375,2.21875,1.758321763,1603.348186,47.89624779,40.80744791,40.80744791,29.85817179,23.43701368,23.43701368,20.05602524,20.05602524,14.23957198,14.23957198,10.22337475,10.22337475,-2.32,1.81522E+13,54.28695555,23.12224069,13.43414624,381.7864923,64.17051303,30.01691636,12.58005346,5.907179729,0,5.969305288,14.4889841,0,0,0,51.10304694,99.72614839,57.58729771,41.53587322,63.54288907,11.87648502,0,15.11660807,17.75371814,198.0609204,40.83941072,35.89528683,0,0,5.316788604,0,0,0,178.3469708,44.43107371,17.75371814,106.9049316,30.33183534,0,0,0,209.18,95.95792882,35.12171134,0,56.19893589,25.93115606,5.563451492,14.03353474,48.4661604,68.07447317,5.316788604,28.42117772,0,0,0,0,0,0,0,0,0,149.75,0.833333333,64,6,16,0,3,3,1,0,1,15,6,16,13,0,3,3,4,3.0199,240.8947,6.43
